0.0888	-0.0353
0.0958	-0.0008
0.1636	-0.0529
0.1135	-0.0240
0.1233	-0.0432
0.1285	-0.0471
0.1002	-0.0004
0.0677	-0.0071
0.1752	-0.0483
0.2021	-0.0653
0.1120	-0.0184
0.1608	-0.0270
0.0395	0.0073
0.4038	0.2249
0.1315	-0.0274
0.1515	-0.0286
0.1752	-0.0483
0.1720	-0.0516
0.1216	-0.0655
0.1158	-0.0189
0.1847	-0.0188
0.0709	-0.0010
0.0904	-0.0247
0.1613	-0.0323
0.1343	-0.0227
0.1659	-0.0391
0.1417	-0.0363
0.1658	-0.0812
0.0001	-0.0001
0.2661	0.0366
0.1587	-0.0310
0.2661	0.0366
0.2308	-0.0638
0.1579	-0.0088
0.1727	-0.0235
0.1031	-0.0077
0.1401	-0.0339
0.1971	-0.0416
0.1233	-0.0360
0.0047	-0.0030
0.0487	-0.0072
0.0716	-0.0207
0.1604	-0.0705
0.2017	-0.0577
0.2263	-0.0493
0.0736	-0.0070
0.1451	-0.0420
0.0509	0.0007
0.1462	-0.0432
0.0509	0.0007
0.2070	-0.0458
0.0635	-0.0003
0.0750	0.0137
0.1606	-0.0373
0.2006	-0.0435
0.1977	-0.0425
0.1579	-0.0239
0.2228	-0.0339
0.1466	-0.0379
0.1633	-0.0245
0.0499	-0.0108
0.1940	-0.0595
0.0618	-0.0003
0.1690	-0.0542
0.1425	-0.0298
0.1592	-0.0488
0.0628	0.0080
0.1353	-0.0355
0.1340	-0.0119
0.1421	-0.0234
0.0896	-0.0185
0.1068	-0.0089
0.1354	-0.0330
0.1829	-0.0413
0.1736	-0.0687
0.1258	-0.0210
0.2386	-0.0794
0.1451	-0.0420
0.1833	-0.0556
0.1822	-0.0150
0.1462	-0.0432
0.2366	-0.1282
0.2386	-0.0794
0.2070	-0.0458
0.0635	-0.0003
0.1157	-0.0206
0.1728	-0.0538
0.2285	-0.0685
0.2210	-0.0426
0.0362	-0.0049
0.1511	-0.0314
0.0834	-0.0418
0.0779	-0.0046
0.0779	-0.0046
0.1633	-0.0245
0.1450	-0.0467
0.1762	-0.0539
0.1940	-0.0427
0.0872	0.0019
0.0805	0.0001
0.1906	-0.0486
0.1587	-0.0310
0.1309	-0.0396
0.0289	-0.0004
0.1408	-0.0357
0.0434	-0.0113
0.1846	-0.0549
0.1194	-0.0205
0.1241	-0.0379
0.1474	-0.0421
0.1869	-0.0651
0.1259	-0.0405
0.0289	-0.0004
0.1032	-0.0367
0.1347	-0.0282
0.2579	-0.0256
0.1734	-0.0760
0.1472	-0.0294
0.1241	-0.0379
0.0076	0.0072
0.1194	-0.0205
0.1075	-0.0338
0.0777	-0.0083
0.1700	-0.0259
0.1505	-0.0475
0.4046	0.2267
0.1731	-0.0354
0.1429	-0.0279
0.0557	-0.0058
0.2383	0.0079
0.0700	-0.0007
0.2891	-0.0664
0.2308	-0.0638
0.0254	-0.0218
0.1736	-0.0687
0.1700	-0.0259
0.0011	-0.0005
0.0509	0.0007
0.1524	-0.0730
0.1731	-0.0354
0.1000	-0.0154
0.2034	-0.0371
0.0650	-0.0014
0.2383	0.0079
0.2383	0.0079
0.0700	-0.0007
0.0254	-0.0218
0.2189	-0.0592
0.2891	-0.0664
0.4046	0.2267
0.2303	-0.0565
0.0202	-0.0011
0.2103	-0.0825
0.2867	-0.0735
0.1639	-0.0477
0.2103	-0.0825
0.1447	-0.0552
0.1510	-0.0409
0.0719	-0.0356
0.2650	-0.3211
0.1627	-0.0436
0.1013	-0.0176
0.1291	-0.0216
0.1441	-0.0201
0.1870	-0.0381
0.1090	-0.0198
0.1522	-0.0268
0.1401	-0.0154
0.1882	-0.0108
0.2800	0.0548
0.1398	-0.0374
0.1882	-0.0108
0.1295	-0.0228
0.1401	-0.0154
0.1815	-0.0556
0.0559	-0.0289
0.1147	-0.0174
0.0345	-0.0097
0.2451	-0.0861
0.0799	-0.0159
0.1827	-0.0654
0.1695	-0.0365
0.1378	-0.0404
0.1278	-0.0346
0.1441	0.0137
0.1752	-0.0488
0.0557	-0.0058
0.1233	-0.0310
0.1479	-0.0434
0.0001	-0.0001
0.2798	-0.0633
0.2554	-0.0674
0.1815	-0.0556
0.1882	-0.0108
0.1441	-0.0794
0.1997	-0.0990
0.1604	-0.0513
0.1336	-0.0420
0.1309	-0.0396
0.0988	-0.0298
0.1571	-0.0260
0.1966	-0.0394
0.1269	-0.0606
0.1755	-0.1023
0.0473	-0.0142
0.1713	-0.0500
0.0575	0.0041
0.0289	-0.0004
0.1429	-0.0356
0.1613	-0.0516
0.0289	-0.0004
0.0322	-0.0061
0.1728	-0.0606
0.0993	-0.0363
0.0724	-0.0179
0.1537	-0.0417
0.1518	-0.0395
0.1111	-0.0363
0.0638	0.0003
0.2222	-0.0377
0.1268	-0.0423
0.0780	-0.0156
0.1966	-0.0394
0.1571	-0.0260
0.1269	-0.0606
0.1755	-0.1023
0.1780	-0.1750
0.1713	-0.0500
0.1836	-0.0523
0.1515	-0.0286
0.0187	-0.0070
0.2244	-0.0529
0.1291	-0.0363
0.1397	0.0073
0.2358	-0.0272
0.1076	-0.0308
0.1698	-0.0606
0.0084	0.0000
0.1134	-0.0566
0.1752	-0.0488
0.1248	0.0372
0.1523	-0.0209
0.0796	-0.0124
0.2086	-0.0715
0.0559	-0.0289
0.1014	-0.0015
0.0001	-0.0001
0.1963	-0.0483
0.1963	-0.0483
0.3106	0.1637
0.0712	-0.0138
0.1375	-0.0318
0.1484	-0.0366
0.1129	-0.0286
0.0617	-0.0378
0.1698	-0.0606
0.2222	-0.0377
0.1540	-0.0175
0.1712	-0.0420
0.0001	-0.0001
0.0001	-0.0001
0.0952	-0.0234
0.2136	-0.0451
0.1765	-0.0056
0.1592	-0.0312
0.1766	-0.0605
0.0951	-0.0282
0.1659	-0.0635
0.1717	-0.0350
0.1369	-0.0375
0.2485	-0.0428
0.1206	-0.0055
0.0702	-0.0076
0.0892	-0.0101
0.0702	-0.0076
0.1429	-0.0356
0.2029	-0.0630
0.1885	-0.0488
0.0696	-0.0344
0.1807	-0.0367
0.1052	-0.0207
0.2491	0.0088
0.0799	-0.0058
0.2591	-0.1202
0.1210	-0.0346
0.0001	-0.0001
0.1340	-0.0452
0.1993	-0.0161
0.0640	-0.0012
0.1248	0.0372
0.1784	-0.0412
0.1784	-0.0412
0.1246	-0.0738
0.2965	0.1855
0.0739	-0.0020
0.2378	0.0929
0.1652	-0.0101
0.1246	-0.0738
0.1900	-0.0491
0.1624	-0.0296
0.2046	-0.0574
0.2668	-0.0650
0.1917	-0.0643
0.1558	-0.0305
0.0721	-0.0135
0.2055	-0.0687
0.1653	-0.0279
0.1902	-0.0632
0.1622	-0.0333
0.1565	-0.0276
0.1524	-0.0730
0.1175	-0.0261
0.0500	-0.0121
0.1477	-0.0439
0.1524	-0.0730
0.0780	-0.0156
0.1579	-0.0234
0.1665	-0.0223
0.0955	-0.0166
0.1086	-0.0314
0.1528	-0.0365
0.1556	-0.0281
0.0709	-0.0010
0.0341	0.0108
0.2387	-0.0872
0.0638	-0.0064
0.1178	-0.0261
0.0110	0.0038
0.2223	-0.0357
0.1775	-0.0467
0.2485	-0.0428
0.1653	-0.0249
0.2093	-0.0405
0.1665	-0.0886
0.0892	-0.0101
0.0702	-0.0076
0.1118	0.0014
0.0575	0.0041
0.1118	0.0014
0.2029	-0.0630
0.0696	-0.0344
0.1052	-0.0207
0.1378	-0.0329
0.0942	-0.0146
0.1807	-0.0367
0.2448	-0.0573
0.2111	-0.0568
0.2347	-0.0203
0.1417	-0.0077
0.1417	-0.0423
0.0779	-0.0046
0.1446	-0.0617
0.1867	-0.0553
0.2196	-0.0567
0.1365	-0.0196
0.1784	-0.0412
0.0954	-0.0047
0.0739	-0.0020
0.1050	-0.0238
0.1433	-0.0401
0.1496	-0.0236
0.1900	-0.0491
0.1765	-0.0446
0.1111	-0.0363
0.1624	-0.0296
0.1381	-0.0390
0.2046	-0.0574
0.2668	-0.0650
0.2003	-0.0690
0.1229	-0.0301
0.0699	-0.0117
0.1558	-0.0305
0.1934	-0.0234
0.1055	-0.0318
0.1902	-0.0632
0.1622	-0.0333
0.0739	-0.0104
0.1565	-0.0276
0.1290	-0.0260
0.0779	-0.0046
0.1902	-0.0632
0.0721	-0.0135
0.1295	0.0359
0.1574	-0.0326
0.0500	-0.0121
0.0825	-0.0014
0.1203	-0.0441
0.1295	0.0359
0.1477	-0.0439
0.1574	-0.0326
0.1579	-0.0234
0.2086	-0.0715
0.0779	-0.0046
0.1523	-0.0209
0.1086	-0.0314
0.1528	-0.0365
0.1378	-0.0404
0.1292	-0.0073
0.1086	-0.0314
0.1528	-0.0365
0.0709	-0.0010
0.1556	-0.0281
0.1221	-0.0734
0.0424	-0.0141
0.2387	-0.0872
0.1484	-0.0366
0.2624	-0.0538
0.0110	0.0038
0.1891	-0.0357
0.1688	-0.0053
0.0805	0.0001
0.0638	-0.0064
0.0941	-0.0178
0.1688	-0.0053
0.6435	0.5180
0.1891	-0.0357
0.1178	-0.0261
0.0110	0.0038
0.3998	-0.1774
0.1277	-0.0236
0.2223	-0.0357
0.0805	0.0001
0.0840	-0.0340
0.1761	-0.0101
0.1597	-0.0403
0.0198	-0.0143
0.3593	-0.6119
0.0752	-0.0050
0.1322	-0.0363
0.1505	-0.0475
0.1058	-0.0270
0.1528	-0.0267
0.2800	-0.1707
0.1156	-0.0188
0.1373	-0.0267
0.1134	-0.0176
0.1333	-0.0347
0.1891	-0.0427
0.1373	-0.0267
0.1333	-0.0347
0.0702	0.0038
0.1891	-0.0427
0.1342	-0.0282
0.0841	-0.0165
0.2448	-0.0573
0.0318	0.0003
0.2009	-0.0681
0.1624	-0.0343
0.1532	-0.0363
0.1703	-0.0535
0.0001	-0.0001
0.1367	-0.0129
0.1662	-0.0298
0.1930	-0.0681
0.1378	-0.0329
0.2201	-0.0610
0.2367	-0.0844
0.1622	-0.0499
0.1569	-0.0207
0.0770	-0.0217
0.0499	-0.0108
0.0640	-0.0012
0.0647	-0.0100
0.1644	-0.0946
0.0289	-0.0155
0.1532	-0.0640
0.0794	-0.0219
0.0924	-0.0121
0.1002	-0.0004
0.1431	-0.0179
0.1585	-0.0220
0.1411	-0.0155
0.1515	-0.0218
0.0487	-0.0072
0.1000	-0.0312
0.1449	-0.0253
0.1865	-0.0281
0.0000	-0.0000
0.0643	-0.0211
0.1323	-0.0492
0.0000	-0.0000
0.1411	-0.0155
0.0825	-0.0014
0.0507	-0.0008
0.1057	-0.0494
0.1891	-0.0357
0.1798	-0.0872
0.0442	-0.0082
0.1346	-0.0623
0.1346	-0.0623
0.2401	-0.0816
0.0442	-0.0082
0.1669	-0.0216
0.1532	-0.0362
0.1781	-0.0495
0.1889	0.0406
0.1798	-0.0872
0.1640	-0.0396
0.2372	-0.0650
0.1273	-0.0327
0.0442	-0.0082
0.1498	-0.0495
0.6435	0.5180
0.1471	-0.0215
0.0929	-0.0199
0.0985	-0.0030
0.2378	0.0929
0.1306	0.0193
0.0871	-0.0043
0.2221	-0.0946
0.0468	0.0011
0.1361	-0.0491
0.1479	-0.0517
0.0289	-0.0155
0.0483	-0.0020
0.1525	-0.0399
0.0630	-0.0059
0.1841	-0.0431
0.1479	-0.0434
0.0747	-0.0027
0.1162	-0.0171
0.1424	-0.0406
0.2482	-0.0502
0.0573	0.0372
0.1175	-0.0279
0.0739	-0.0104
0.1486	-0.0226
0.2051	-0.0591
0.1134	-0.0176
0.1615	-0.0267
0.1842	-0.0552
0.1505	-0.0814
0.2462	-0.0684
0.1495	-0.0322
0.1042	-0.0098
0.2501	0.0129
0.2402	0.0167
0.0477	-0.0079
0.1356	-0.0559
0.1723	-0.0602
0.1312	-0.0110
0.2467	0.0105
0.2377	0.0202
0.1970	-0.0366
0.2032	-0.0507
0.0000	-0.0000
0.1925	-0.0565
0.1517	-0.0527
0.0324	-0.0092
0.6637	0.4689
0.1662	-0.0389
0.1910	-0.0439
0.1265	-0.0367
0.0451	0.0097
0.1573	-0.0197
0.1498	-0.0495
0.0287	-0.0032
0.1756	-0.0572
0.1398	-0.0513
0.0956	-0.0314
0.2140	-0.0486
0.1400	-0.0382
0.2035	-0.0691
0.1262	-0.0367
0.1199	-0.0539
0.1798	-0.0872
0.1414	-0.0152
0.1053	-0.0395
0.1528	-0.0407
0.1260	-0.0364
0.1997	-0.0690
0.0468	0.0011
0.1323	-0.0492
